"id","location_id","title","level","exp","gold","raw_response"
"260","14","🐸🧟‍♂️ Слабый утопец","30","300","19","📋 Страница монстра

🐸🧟‍♂️ Слабый утопец
🔸 Уровень: 30
🗺 Зона охоты: 🛕 Башня исследований (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 300
💰 Золото: 19

Дроп ресурсов:
✴️ Медь
🎇 Осколок хаоса
🐸 Чешуя утопца
🈴 Биоток
❇️ Олово
❇️ Сосна
👝 Мешок нагрудников [IV]
🪱 Часть щупальца
👝 Мешок с ресурсами [IV]
👝 Мешок книги убийцы"
"261","14","🐸🧟‍♂️ Сильный утопец","31","300","19","📋 Страница монстра

🐸🧟‍♂️ Сильный утопец
🔸 Уровень: 31
🗺 Зона охоты: 🛕 Башня исследований (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 300
💰 Золото: 19

Дроп ресурсов:
🎇 Осколок хаоса
✴️ Медь
🐸 Чешуя утопца
❇️ Сосна
🈴 Биоток
❇️ Олово
👝 Мешок нагрудников [IV]
🪱 Часть щупальца
👝 Мешок с ресурсами [IV]
👝 Мешок книги целителя"
"262","13","🕸🧟‍♂️ Зомби-воин","30","300","19","📋 Страница монстра

🕸🧟‍♂️ Зомби-воин
🔸 Уровень: 30
🗺 Зона охоты: 🚧 🏺 Забытое хранилище (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 300
💰 Золото: 19

Дроп ресурсов:
📄 Рецепт[IV]:🛡 Щит натиска
🧟‍♂️ Кость зомби
🈴 Биоток
👝 Мешок с ресурсами [IV]
🧬  Особый реагент [Квест]
✴️ Кость
👝 Мешок книги инквизитора
🟤 Ржавая монета
👝 Мешок перчаток [IV]
❇️ Кожа"
"263","13","🕸🧟‍♂️ Зомби-пожиратель","30","300","19","📋 Страница монстра

🕸🧟‍♂️ Зомби-пожиратель
🔸 Уровень: 30
🗺 Зона охоты: 🚧 🏺 Забытое хранилище (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 300
💰 Золото: 19

Дроп ресурсов:
🎇 Осколок хаоса
📄 Рецепт[IV]:💓 Баклер натиска
✴️ Кость
🧟‍♂️ Кость зомби
🈴 Биоток
📜 Часть карты сокровищ 1 [Квест]
🧬  Особый реагент [Квест]
👝 Мешок с ресурсами [IV]
👝 Мешок книги стража
👝 Мешок перчаток [IV]
🟤 Ржавая монета
❇️ Кожа"
"264","13","🕸🧟‍♂️ Древний зомби","31","400","29","📋 Страница монстра

🕸🧟‍♂️ Древний зомби
🔸 Уровень: 31
🗺 Зона охоты: 🚧 🏺 Забытое хранилище (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 400
💰 Золото: 29

Дроп ресурсов:
🍌 Банан
👝 Мешок перчаток [IV]
🥥 Кокос
🧟‍♂️ Кость зомби
🔖 Свиток заточки [IV]
🧟‍♂️ Ребра древнего зомби
✴️ Кость
🍋 Лимон
💰 Кошель с золотом (100)
🈴 Вольфрам
📜 Манускрипт синтеза
🥭 Манго
🈴 Биоток
🏺 Масло
📜 Записи предполагаемых версий
🗺 Знание Карбарака
🧬  Особый реагент [Квест]
🧬  Особый реагент [Квест]
👝 Случайный камень хаоса
👝 Камень хаоса
🪐 Эссенция превосходства
🍈 Личи
👝 Мешок с ресурсами [IV]
🎇 Осколок хаоса
👝 Мешок книги инквизитора
⚛️ Титан
❇️ Кожа
👝 Мешок книги стража
🟤 Ржавая монета
🖋️ Пустынные чернила"
"265","38","🩸🐟 Зараженная пиранья","31","320","21","📋 Страница монстра

🩸🐟 Зараженная пиранья
🔸 Уровень: 31
🗺 Зона охоты: 🌊⚓️ Прибрежные воды (❄️🛶🏛 Рыбацкая гавань)

Награда за убийство:
✨ Опыт: 320
💰 Золото: 21

Дроп ресурсов:
🦐 Рыбный паразит [Квест]
👝 Мешок книги охотника
✴️ Кость
🩸 Кровь пираньи [Квест]
🐟 Мясо пираньи
🈴 Вольфрам
👝 Мешок ботинок [IV]
👝 Мешок с ресурсами [IV]
⚛️ Кровь
🩸 Кровь пираньи [Квест]"
"266","38","🩸🐟 Зараженная рыба","31","320","21","📋 Страница монстра

🩸🐟 Зараженная рыба
🔸 Уровень: 31
🗺 Зона охоты: 🌊⚓️ Прибрежные воды (❄️🛶🏛 Рыбацкая гавань)

Награда за убийство:
✨ Опыт: 320
💰 Золото: 21

Дроп ресурсов:
🦐 Рыбный паразит [Квест]
🎇 Осколок хаоса
✴️ Кость
🩸 Кровь пираньи [Квест]
👝 Мешок книги гладиатора
🐟 Мясо пираньи
🈴 Вольфрам
👝 Мешок ботинок [IV]
👝 Мешок с ресурсами [IV]
⚛️ Кровь
🩸 Кровь пираньи [Квест]"
"267","38","🩸🐟 Яростная пиранья","31","420","31","📋 Страница монстра

🩸🐟 Яростная пиранья
🔸 Уровень: 31
🗺 Зона охоты: 🌊⚓️ Прибрежные воды (❄️🛶🏛 Рыбацкая гавань)

Награда за убийство:
✨ Опыт: 420
💰 Золото: 31

Дроп ресурсов:
🦐 Рыбный паразит [Квест]
🍌 Банан
🟤 Ржавая монета
🔖 Свиток заточки [IV]
✴️ Кость
🥥 Кокос
🩸 Кровь пираньи [Квест]
👝 Мешок книги гладиатора
🐟 Мясо пираньи
🍋 Лимон
👝 Мешок книги охотника
🐟 Зубы пираньи
🥭 Манго
🈴 Вольфрам
🗺 Знание Карбарака
🪐 Эссенция превосходства
🎇 Осколок хаоса
🍈 Личи
👝 Мешок с ресурсами [IV]
👝 Мешок ботинок [IV]
⚛️ Титан
⚛️ Кровь
🖋️ Пустынные чернила
🩸 Кровь пираньи [Квест]"
"268","39","👳🏾 Головорез стрелок","31","320","21","📋 Страница монстра

👳🏾 Головорез стрелок
🔸 Уровень: 31
🗺 Зона охоты: 🗻 Ущелье головорезов (❄️🛶🏛 Рыбацкая гавань)

Награда за убийство:
✨ Опыт: 320
💰 Золото: 21

Дроп ресурсов:
👳🏾 Оружие головореза
👝 Мешок с ресурсами [IV]
🈴 Вольфрам
⏺ Кованая сталь
🥕🍊🍇 Набор провизии [Ивент]
💍 Украденные драгоценности [Квест]"
"269","39","👳🏾 Головорез","31","320","21","📋 Страница монстра

👳🏾 Головорез
🔸 Уровень: 31
🗺 Зона охоты: 🗻 Ущелье головорезов (❄️🛶🏛 Рыбацкая гавань)

Награда за убийство:
✨ Опыт: 320
💰 Золото: 21

Дроп ресурсов:
🎇 Осколок хаоса
👳🏾 Оружие головореза
📜 Часть карты сокровищ 2 [Квест]
🗺 Часть карты сокровищ
⏺ Кованая сталь
👝 Мешок с ресурсами [IV]
🈴 Вольфрам
🥕🍊🍇 Набор провизии [Ивент]
💍 Украденные драгоценности [Квест]"
"270","39","👳🏾 Главарь Нокс","32","420","31","📋 Страница монстра

👳🏾 Главарь Нокс
🔸 Уровень: 32
🗺 Зона охоты: 🗻 Ущелье головорезов (❄️🛶🏛 Рыбацкая гавань)

Награда за убийство:
✨ Опыт: 420
💰 Золото: 31

Дроп ресурсов:
🪐 Эссенция превосходства
🍌 Банан
🔖 Свиток заточки [IV]
🥥 Кокос
🍋 Лимон
📜 Пыльный утерянный фрагмент
👳🏾 Оружие головореза
📜 Пыльный утерянный фрагмент
🥭 Манго
👳🏾 Амулет главаря
📒 Воодушевление II
📕 Божественная милость II
📘 Вампиризм II
🏺 Масло
🗺 Знание Карбарака
⏺ Кованая сталь
🎇 Осколок хаоса
📔 Скорость II
🗺 Часть карты сокровищ
👝 Камень хаоса
👝 Случайный камень хаоса
🍈 Личи
👝 Мешок с ресурсами [IV]
⚛️ Титан
🈴 Вольфрам
📗 Смертельный яд II
📙 Активная защита II
🖋️ Пустынные чернила
🥕🍊🍇 Набор провизии [Ивент]
💍 Украденные драгоценности [Квест]"
"271","13","🍂 Засохшее дерево","30","100","54","📋 Страница монстра

🍂 Засохшее дерево
🔸 Уровень: 30
🗺 Зона охоты: 🚧 🏺 Забытое хранилище (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 100
💰 Золото: 54

Дроп ресурсов:
⏺ Бук
❇️ Сосна
✴️ Дуб
👝 Мешок с ресурсами [IV]"
"272","14","⭕️ Аномалия","30","1000","49","📋 Страница монстра

⭕️ Аномалия
🔸 Уровень: 30
🗺 Зона охоты: 🛕 Башня исследований (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 1000
💰 Золото: 49

Дроп ресурсов:
🔖 Свиток заточки [IV]
🟤 Ржавая монета
🈴 Вольфрам
🪱 Часть щупальца
🎇 Осколок хаоса
🪐 Эссенция превосходства
👝 Мешок с ресурсами [IV]
🧫 Вещество аномалии
⚛️ Титан
🖋️ Пустынные чернила"
"274","30","👤 Дух заблудшего","32","340","23","📋 Страница монстра

👤 Дух заблудшего
🔸 Уровень: 32
🗺 Зона охоты: ♾ Озеро пустоты (❄️⛲🏛 Оазис)

Награда за убийство:
✨ Опыт: 340
💰 Золото: 23

Дроп ресурсов:
👝 Мешок с ресурсами [IV]
〰️ Субстанция духов озера [Квест]
⚛️ Амарант
🈴 Биоток
🕯Свеча для обжига
🌫 Эссенция поверженного духа
⏺ Бук
〰️ Субстанция духов озера [Квест]
⚫️ Частица пустоты [Квест]"
"275","30","🦠👤 Дух убитого зараженного","32","340","23","📋 Страница монстра

🦠👤 Дух убитого зараженного
🔸 Уровень: 32
🗺 Зона охоты: ♾ Озеро пустоты (❄️⛲🏛 Оазис)

Награда за убийство:
✨ Опыт: 340
💰 Золото: 23

Дроп ресурсов:
🎇 Осколок хаоса
👝 Мешок с ресурсами [IV]
〰️ Субстанция духов озера [Квест]
⚛️ Амарант
🗺 Знание Карбарака
🕯Свеча для обжига
🌫 Эссенция поверженного духа
🈴 Биоток
⏺ Бук
〰️ Субстанция духов озера [Квест]
⚫️ Частица пустоты [Квест]"
"276","30","💧👤 Дух озера","33","440","33","📋 Страница монстра

💧👤 Дух озера
🔸 Уровень: 33
🗺 Зона охоты: ♾ Озеро пустоты (❄️⛲🏛 Оазис)

Награда за убийство:
✨ Опыт: 440
💰 Золото: 33

Дроп ресурсов:
🎇 Осколок хаоса
🧂 Пыльца феи
👝 Случайный камень хаоса
🪐 Эссенция превосходства
💰 Кошель с золотом (100)
🈴 Биоток
🔖 Свиток заточки [IV]
📜 Пыльный утерянный фрагмент
🏺 Масло
🍌 Банан
📜 Пыльный утерянный фрагмент
🥥 Кокос
⚛️ Амарант
📕 Сила воли II
🗺 Знание Карбарака
📙 Последний шанс II
🍋 Лимон
👝 Мешок с ресурсами [IV]
🥭 Манго
🍈 Личи
🕯Свеча для обжига
📔 Выстрел в горло II
📕 Критическое исцеление II
📘 Ярость II
📒 Провидение II
⚛️ Титан
🟤 Ржавая монета
🌫 Эссенция духа пустоты
📗 Казнь II
⏺ Бук
🖋️ Пустынные чернила
⚫️ Частица пустоты [Квест]"
"277","29","🧞‍♀️ Джин желаний","32","340","23","📋 Страница монстра

🧞‍♀️ Джин желаний
🔸 Уровень: 32
🗺 Зона охоты: 🌌 Пещера грёз (❄️⛲🏛 Оазис)

Награда за убийство:
✨ Опыт: 340
💰 Золото: 23

Дроп ресурсов:
🥫 Прах джина в банке
🈴 Вольфрам
🪱 Часть щупальца
🎇 Осколок хаоса
👝 Мешок с ресурсами [IV]
👝 Мешок колец [IV]
🥫 Прах джина в банке
🗺 Знание Карбарака
📦 Сокровище [Квест]
✴️ Медь
🕯Свеча для обжига
🥫 Субстанция джина
💡 Лампа из пещеры грёз [Квест]
🔮 Волшебный шар [Квест]"
"278","29","🧞‍♀️ Джин грёз","32","340","23","📋 Страница монстра

🧞‍♀️ Джин грёз
🔸 Уровень: 32
🗺 Зона охоты: 🌌 Пещера грёз (❄️⛲🏛 Оазис)

Награда за убийство:
✨ Опыт: 340
💰 Золото: 23

Дроп ресурсов:
🎇 Осколок хаоса
✴️ Медь
🥫 Прах джина в банке
🪱 Часть щупальца
🈴 Вольфрам
👝 Мешок с ресурсами [IV]
🥫 Прах джина в банке
👝 Мешок колец [IV]
🗺 Часть карты сокровищ
🕯Свеча для обжига
🥫 Субстанция джина
💡 Лампа из пещеры грёз [Квест]
🔮 Волшебный шар [Квест]"
"279","29","🧞‍♂️ Джин грехов","33","1000","49","📋 Страница монстра

🧞‍♂️ Джин грехов
🔸 Уровень: 33
🗺 Зона охоты: 🌌 Пещера грёз (❄️⛲🏛 Оазис)

Награда за убийство:
✨ Опыт: 1000
💰 Золото: 49

Дроп ресурсов:
🥫 Субстанция джина грехов
🎇 Осколок хаоса
✴️ Медь
👝 Камень хаоса
📜 Пыльный утерянный фрагмент
🪱 Часть щупальца
🈴 Вольфрам
🪐 Эссенция превосходства
🔖 Свиток заточки [IV]
📜 Пыльный утерянный фрагмент
🥥 Кокос
🗺 Знание Карбарака
🍌 Банан
🍋 Лимон
🥭 Манго
🍈 Личи
👝 Мешок с ресурсами [IV]
👝 Мешок колец [IV]
👝 Мешок ожерелий [IV]
🗺 Часть карты сокровищ
🕯Свеча для обжига
⚛️ Титан
🖋️ Пустынные чернила
💡 Лампа из пещеры грёз [Квест]
🔮 Волшебный шар [Квест]"
"280","41","📌🥀 Ядовитый плющ","32","340","23","📋 Страница монстра

📌🥀 Ядовитый плющ
🔸 Уровень: 32
🗺 Зона охоты: 🥀 Сады Артемиды (Тайный город)

Награда за убийство:
✨ Опыт: 340
💰 Золото: 23

Дроп ресурсов:
🎋 Природный экстракт"
"281","41","🌵 Необычный кактус","32","340","23","📋 Страница монстра

🌵 Необычный кактус
🔸 Уровень: 32
🗺 Зона охоты: 🥀 Сады Артемиды (Тайный город)

Награда за убийство:
✨ Опыт: 340
💰 Золото: 23

Дроп ресурсов:
🎋 Природный экстракт"
"282","41","🧚🏽‍♀️ Фея Артида","33","440","33","📋 Страница монстра

🧚🏽‍♀️ Фея Артида
🔸 Уровень: 33
🗺 Зона охоты: 🥀 Сады Артемиды (Тайный город)

Награда за убийство:
✨ Опыт: 440
💰 Золото: 33

Дроп ресурсов:
🌺 Цветы феи
🔖 Свиток заточки [IV]
🍌 Банан
🥥 Кокос
🧂 Пыльца феи
🍋 Лимон
🥭 Манго
🏺 Масло
🍈 Личи"
"283","29","⭕️ Аномалия","33","1000","49","📋 Страница монстра

⭕️ Аномалия
🔸 Уровень: 33
🗺 Зона охоты: 🌌 Пещера грёз (❄️⛲🏛 Оазис)

Награда за убийство:
✨ Опыт: 1000
💰 Золото: 49

Дроп ресурсов:
👝 Мешок с ресурсами [IV]
🔖 Свиток заточки [IV]
🎇 Осколок хаоса
🈴 Вольфрам
🪐 Эссенция превосходства
🟤 Ржавая монета
🧫 Вещество аномалии
⚛️ Титан
🖋️ Пустынные чернила"
"284","30","⭕️ Аномалия","33","1000","49","📋 Страница монстра

⭕️ Аномалия
🔸 Уровень: 33
🗺 Зона охоты: ♾ Озеро пустоты (❄️⛲🏛 Оазис)

Награда за убийство:
✨ Опыт: 1000
💰 Золото: 49

Дроп ресурсов:
🔖 Свиток заточки [IV]
🟤 Ржавая монета
🎇 Осколок хаоса
🪐 Эссенция превосходства
🈴 Вольфрам
🧫 Вещество аномалии
⚛️ Титан
👝 Мешок с ресурсами [IV]
🖋️ Пустынные чернила"
"285","37","🐛 Тоннельный червь","33","360","25","📋 Страница монстра

🐛 Тоннельный червь
🔸 Уровень: 33
🗺 Зона охоты: 🍙 Тоннели (❄️🏛 Поселение Троглодитов)

Награда за убийство:
✨ Опыт: 360
💰 Золото: 25

Дроп ресурсов:
🎇 Осколок хаоса
❇️ Олово
⚛️ Амарант
⛽️ Грязь монстра
🍤 Кожа червяка
👝 Мешок с ресурсами [IV]
🗺 Знание Карбарака
❇️ Кожа
🈴 Вольфрам
✴️ Кость
🧬 Фермент тоннельного червя [Квест]"
"286","37","🦇 Агрессивная летучая мышь","33","350","27","📋 Страница монстра

🦇 Агрессивная летучая мышь
🔸 Уровень: 33
🗺 Зона охоты: 🍙 Тоннели (❄️🏛 Поселение Троглодитов)

Награда за убийство:
✨ Опыт: 350
💰 Золото: 27

Дроп ресурсов:
🦇 Крыло нетопыря
🎇 Осколок хаоса
❇️ Олово
⚛️ Амарант
🦷 Зубы летучей мыши
👝 Мешок с ресурсами [IV]
🔖 Свиток заточки [IV]
❇️ Кожа
🈴 Вольфрам
✴️ Кость
🦠 Железа летучей мыши [Квест]"
"287","37","🐍 Древняя змея","35","450","36","📋 Страница монстра

🐍 Древняя змея
🔸 Уровень: 35
🗺 Зона охоты: 🍙 Тоннели (❄️🏛 Поселение Троглодитов)

Награда за убийство:
✨ Опыт: 450
💰 Золото: 36

Дроп ресурсов:
🎇 Осколок хаоса
🈴 Вольфрам
✴️ Кость
🔖 Свиток заточки [IV]
👝 Камень хаоса
🍈 Личи
🥮 Пирог [IV] - 24ч
⛽️ Грязь монстра
🍌 Банан
📄 Рецепт[IV]: Двуручный молот бездны🌟
📄 Рецепт[IV]:  Щит божественной силы💓
📄 Рецепт[IV]: Посох жреца света💓
📄 Рецепт[IV]: Булава божественной силы💓
📄 Рецепт[IV]: Длинный лук из вольфрама🏹
📄 Рецепт[IV]: Парные арбалеты охотника🏹
📄 Рецепт[IV]: Кинжал охотника на демонов 🗡
📄 Рецепт[IV]: Меч защитника🛡
📄 Рецепт[IV]: Парные мечи мощи ⚔️
⚛️ Амарант
🗺 Знание Карбарака
⚛️ Титан
🪐 Эссенция превосходства
👝 Мешок с ресурсами [IV]
💉 Яд змеи
🥥 Кокос
🍋 Лимон
❇️ Кожа
👝 Случайный камень хаоса
🟤 Ржавая монета
📄 Рецепт[IV]: Щит мародера🛡
📗 Смертельный яд III
📒 Воодушевление III
📕 Критическое исцеление III
📘 Ярость III
📙 Последний шанс III
📔 Скорость III
🖋️ Пустынные чернила"
"288","35","🐊🐾 Лазутчик","33","360","25","📋 Страница монстра

🐊🐾 Лазутчик
🔸 Уровень: 33
🗺 Зона охоты: 🏚 Заброшенный район (❄️🏛 Поселение Троглодитов)

Награда за убийство:
✨ Опыт: 360
💰 Золото: 25

Дроп ресурсов:
🎇 Осколок хаоса
❇️ Сосна
✴️ Дуб
⚛️ Кровь
🧬  Особый реагент [Квест]
👝 Мешок с ресурсами [IV]
🎽 Броня лазутчика
⏺ Хитин
🈴 Биоток
🦠 Зараженная частица [Квест]"
"289","37","🪓🐊 Зараженный воин","33","350","25","📋 Страница монстра

🪓🐊 Зараженный воин
🔸 Уровень: 33
🗺 Зона охоты: 🍙 Тоннели (❄️🏛 Поселение Троглодитов)

Награда за убийство:
✨ Опыт: 350
💰 Золото: 25

Дроп ресурсов:
🎇 Осколок хаоса
❇️ Олово
⚛️ Амарант
👝 Мешок с ресурсами [IV]
🗺 Часть карты сокровищ
🪓 Оружие зараженного
❇️ Кожа
🈴 Вольфрам
✴️ Кость"
"290","35","🔪🐊 Зараженный истребитель","33","360","25","📋 Страница монстра

🔪🐊 Зараженный истребитель
🔸 Уровень: 33
🗺 Зона охоты: 🏚 Заброшенный район (❄️🏛 Поселение Троглодитов)

Награда за убийство:
✨ Опыт: 360
💰 Золото: 25

Дроп ресурсов:
🎇 Осколок хаоса
❇️ Сосна
✴️ Дуб
⚛️ Кровь
🧬  Особый реагент [Квест]
👝 Мешок с ресурсами [IV]
⏺ Хитин
🈴 Биоток
🔪 Оружие Истребителя
🔪 Осколок оружия истребителя [Квест]
🦠 Зараженная частица [Квест]"
"291","35","🛡🐊 Зараженный храмовник","33","360","25","📋 Страница монстра

🛡🐊 Зараженный храмовник
🔸 Уровень: 33
🗺 Зона охоты: 🏚 Заброшенный район (❄️🏛 Поселение Троглодитов)

Награда за убийство:
✨ Опыт: 360
💰 Золото: 25

Дроп ресурсов:
🛡 Щит Храмовника
❇️ Сосна
✴️ Дуб
⚛️ Кровь
🧬  Особый реагент [Квест]
⏺ Хитин
🈴 Биоток
🛡 Осколок щита храмовника [Квест]
🦠 Зараженная частица [Квест]"
"292","35","💪🐊🔪 Эртус зараженный","35","460","35","📋 Страница монстра

💪🐊🔪 Эртус зараженный
🔸 Уровень: 35
🗺 Зона охоты: 🏚 Заброшенный район (❄️🏛 Поселение Троглодитов)

Награда за убийство:
✨ Опыт: 460
💰 Золото: 35

Дроп ресурсов:
🧿 Кулон Эртуса
🎇 Осколок хаоса
⚛️ Титан
🔖 Свиток заточки [IV]
🥮 Пирог [IV] - 24ч
🍈 Личи
🪐 Эссенция превосходства
👝 Случайный камень хаоса
🍌 Банан
📄 Рецепт[IV]: Двуручный меч бездны 🌟
📄 Рецепт[IV]: Щит демонической силы💓
📄 Рецепт[IV]: Посох жреца тьмы💓
📄 Рецепт[IV]: Короткий лук из вольфрама🏹
📄 Рецепт[IV]: Кинжалы охотника на демонов🗡
📄 Рецепт[IV]: Башенный щит защитника🛡
📄 Рецепт[IV]: Кастеты ярости⚔️
✴️ Дуб
🥭 Манго
⚛️ Кровь
❇️ Сосна
🗺 Знание Карбарака
📕 Сила воли III
🧬  Особый реагент [Квест]
📄 Рецепт[IV]: Булава демонической силы💓
📘 Вампиризм III
🥥 Кокос
👝 Мешок с ресурсами [IV]
👝 Камень хаоса
🍋 Лимон
📕 Божественная милость III
📒 Провидение III
📗 Казнь III
📙 Активная защита III
⏺ Хитин
🈴 Биоток
📄 Рецепт[IV]: Топор мародера🛡
📄 Рецепт[IV]: Двуручный топор гиганта⚔️
📔 Выстрел в горло III
🖋️ Пустынные чернила
🦠 Зараженная частица [Квест]"
"293","42","👾💩 Грязевой монстр","34","380","27","📋 Страница монстра

👾💩 Грязевой монстр
🔸 Уровень: 34
🗺 Зона охоты: ⛲️🚱 Долина гейзеров (Тайный город)

Награда за убийство:
✨ Опыт: 380
💰 Золото: 27"
"294","42","💀💩 Грязевой скелет","34","380","27","📋 Страница монстра

💀💩 Грязевой скелет
🔸 Уровень: 34
🗺 Зона охоты: ⛲️🚱 Долина гейзеров (Тайный город)

Награда за убийство:
✨ Опыт: 380
💰 Золото: 27"
"295","35","🩸🐅 Зараженный тигр","34","600","49","📋 Страница монстра

🩸🐅 Зараженный тигр
🔸 Уровень: 34
🗺 Зона охоты: 🏚 Заброшенный район (❄️🏛 Поселение Троглодитов)

Награда за убийство:
✨ Опыт: 600
💰 Золото: 49

Дроп ресурсов:
⚛️ Титан
🔖 Свиток заточки [IV]
🐅 Шкура тигра
🎇 Осколок хаоса
💰 Кошель с золотом (100)
🍈 Личи
🍌 Банан
⚛️ Кровь
🗺 Знание Карбарака
🗺 Часть карты сокровищ
🪐 Эссенция превосходства
🥥 Кокос
👝 Камень хаоса
🍋 Лимон
🈴 Биоток
👝 Мешок с ресурсами [IV]
👝 Случайный камень хаоса
🖋️ Пустынные чернила
🦠 Зараженная частица [Квест]"
"296","27","🥷🏢 Страж стены","34","470","35","📋 Страница монстра

🥷🏢 Страж стены
🔸 Уровень: 34
🗺 Зона охоты: 🔒 Укрепление (❄️🕍🏛 Монастырь)

Награда за убийство:
✨ Опыт: 470
💰 Золото: 35

Дроп ресурсов:
📜 Обрывок древнего манускрипта [Квест]
🧱 Кирпич магической стены
👝 Мешок с ресурсами [IV]
🎇 Осколок хаоса
🗺 Часть карты сокровищ
🈴 Биоток
⏺ Кованая сталь
⏺ Хитин
✴️ Медь
✴️ Дуб
❇️ Сосна
❇️ Кожа
🧱 Часть магического кирпича [Квест]"
"297","27","🧙📖 Маг с книгой","34","470","30","📋 Страница монстра

🧙📖 Маг с книгой
🔸 Уровень: 34
🗺 Зона охоты: 🔒 Укрепление (❄️🕍🏛 Монастырь)

Награда за убийство:
✨ Опыт: 470
💰 Золото: 30

Дроп ресурсов:
📜 Страница дневника Аркадиуса [Квест]
📃 Страница магической книги
👝 Мешок с ресурсами [IV]
🎇 Осколок хаоса
🗺 Часть карты сокровищ
🈴 Биоток
⏺ Кованая сталь
⏺ Бук
✴️ Дуб
✴️ Кость
❇️ Сосна
❇️ Олово
📖 Магическая книга [Квест]"
"298","27","⭕️ Аномалия","34","750","60","📋 Страница монстра

⭕️ Аномалия
🔸 Уровень: 34
🗺 Зона охоты: 🔒 Укрепление (❄️🕍🏛 Монастырь)

Награда за убийство:
✨ Опыт: 750
💰 Золото: 60

Дроп ресурсов:
💠 Осколок печати [Квест]
📒 Воодушевление V
📒 Провидение V
📔 Выстрел в горло V
📔 Скорость V
📗 Казнь V
📗 Смертельный яд V
🔖 Свиток заточки [IV]
👝 Мешок с ресурсами [IV]
🎇 Осколок хаоса
🗺 Знание Карбарака
🪱 Часть щупальца
🈴 Биоток
🖋️ Пустынные чернила"
"299","28","🗡👾 Лазутчик бездны","34","500","32","📋 Страница монстра

🗡👾 Лазутчик бездны
🔸 Уровень: 34
🗺 Зона охоты: ⛩ Оплот веры (❄️🕍🏛 Монастырь)

Награда за убийство:
✨ Опыт: 500
💰 Золото: 32

Дроп ресурсов:
👝 Мешок с ресурсами [IV]
🎇 Осколок хаоса
🗺 Часть карты сокровищ
🈴 Биоток
⏺ Кованая сталь
⏺ Бук
✴️ Медь
✴️ Кость
❇️ Сосна
❇️ Олово"
"300","28","🪓👾 Разведчик бездны","34","510","32","📋 Страница монстра

🪓👾 Разведчик бездны
🔸 Уровень: 34
🗺 Зона охоты: ⛩ Оплот веры (❄️🕍🏛 Монастырь)

Награда за убийство:
✨ Опыт: 510
💰 Золото: 32

Дроп ресурсов:
👝 Мешок с ресурсами [IV]
🎇 Осколок хаоса
🗺 Часть карты сокровищ
🈴 Биоток
⏺ Бук
⏺ Хитин
✴️ Медь
✴️ Дуб
❇️ Сосна
❇️ Кожа"
"301","28","⚫️ Темная аномалия","35","800","75","📋 Страница монстра

⚫️ Темная аномалия
🔸 Уровень: 35
🗺 Зона охоты: ⛩ Оплот веры (❄️🕍🏛 Монастырь)

Награда за убийство:
✨ Опыт: 800
💰 Золото: 75

Дроп ресурсов:
▪️ Остатки темной аномалии(квест)
📙 Активная защита V
📙 Последний шанс V
📕 Божественная милость V
📕 Критическое исцеление V
📕 Сила воли V
📘 Вампиризм V
📘 Ярость V
🔖 Свиток заточки [IV]
👝 Мешок с ресурсами [IV]
🅾 Осколок гармонии
🗺 Знание Карбарака
🪱 Часть щупальца
👝 Камень хаоса
🗺 Часть карты сокровищ
🈴 Вольфрам
🖋️ Пустынные чернила"
"302","43","👾🔪 Убийца тьмы","35","500","29","📋 Страница монстра

👾🔪 Убийца тьмы
🔸 Уровень: 35
🗺 Зона охоты: 🕳  Разлом (Тайный город)

Награда за убийство:
✨ Опыт: 500
💰 Золото: 29"
"303","43","👾🛡 Пожиратель тьмы","35","500","29","📋 Страница монстра

👾🛡 Пожиратель тьмы
🔸 Уровень: 35
🗺 Зона охоты: 🕳  Разлом (Тайный город)

Награда за убийство:
✨ Опыт: 500
💰 Золото: 29"
"304","43","👾💉 Мистик бездны","35","500","29","📋 Страница монстра

👾💉 Мистик бездны
🔸 Уровень: 35
🗺 Зона охоты: 🕳  Разлом (Тайный город)

Награда за убийство:
✨ Опыт: 500
💰 Золото: 29"
"305","43","🌑👾⚔️ Командир армии тьмы","35","9999","98","📋 Страница монстра

🌑👾⚔️ Командир армии тьмы
🔸 Уровень: 35
🗺 Зона охоты: 🕳  Разлом (Тайный город)

Награда за убийство:
✨ Опыт: 9999
💰 Золото: 98"
"306","13","🏝 Фруктовое дерево","30","100","0","📋 Страница монстра

🏝 Фруктовое дерево
🔸 Уровень: 30
🗺 Зона охоты: 🚧 🏺 Забытое хранилище (❄️🕌🏛 Карбарак)

Награда за убийство:
✨ Опыт: 100
💰 Золото: 0

Дроп ресурсов:
🍌 Банан
🥥 Кокос
🍋 Лимон
🥭 Манго
🍈 Личи"
