"id","title","normalized_title","type","subtype","grade","rarity","durability_max","is_personal","is_event","price","extra","description","raw_response"
"417","🎩 Ледяная маска изменника [III+]","ледяная маска изменника","шлем",NULL,"III+","редкая","40","0","0","1","Бонусы предмета:
· 🗡 Атака: 3 [➕️3]
· ❤️ Здоровье: 198 [🔻️323]
· 🔰 Защита: 25 [🔻️47]
· 👁 Предвидение: 91 [🔻️165]
· ⚡️ Уворот: 151 [➕️151]
· 🎯 Точность: 91 [🔻️139]
· 🤺 Контрудар: 2 [➕️2]
· 🥊 Крит: [🔻️616]
Требования для ношения:
· ✊ Сила: 15
· ♥️ Выносливость: 10
· 💫 Ловкость: 35 🔻","Ручная работа ⚒ Кузнеца Флэта","📋 Страница экипировки

🎩 Ледяная маска изменника [III+] :

Ручная работа ⚒ Кузнеца Флэта

❇️ Тип предмета: 🎩 Шлем
☢️ Грейд: [III+]
💎 Редкость: Редкая

Бонусы предмета:
· 🗡 Атака: 3 [➕️3]
· ❤️ Здоровье: 198 [🔻️323]
· 🔰 Защита: 25 [🔻️47]
· 👁 Предвидение: 91 [🔻️165]
· ⚡️ Уворот: 151 [➕️151]
· 🎯 Точность: 91 [🔻️139]
· 🤺 Контрудар: 2 [➕️2]
· 🥊 Крит: [🔻️616]

Требования для ношения:
· ✊ Сила: 15
· ♥️ Выносливость: 10
· 💫 Ловкость: 35 🔻

⚙️ Максимальная прочность: 40


💰 Цена продажи:1"
"418","🧤 Ледяные митенки изменника [III+]","ледяные митенки изменника","перчатки",NULL,"III+","редкая","40","0","0","1","Бонусы предмета:
· 🗡 Атака: 6 [➕️6]
· ❤️ Здоровье: 134 [🔻️501]
· 🔰 Защита: 12 [🔻️80]
· 👁 Предвидение: 88 [🔻️200]
· ⚡️ Уворот: 270 [➕️270]
· 🎯 Точность: 88 [🔻️189]
· 🤺 Контрудар: 2 [➕️2]
· 🥊 Крит: [🔻️601]
Требования для ношения:
· ✊ Сила: 15
· ♥️ Выносливость: 10
· 💫 Ловкость: 35 🔻","Ручная работа ⚒ Кузнеца Флэта","📋 Страница экипировки

🧤 Ледяные митенки изменника [III+] :

Ручная работа ⚒ Кузнеца Флэта

❇️ Тип предмета: 🧤 Перчатки
☢️ Грейд: [III+]
💎 Редкость: Редкая

Бонусы предмета:
· 🗡 Атака: 6 [➕️6]
· ❤️ Здоровье: 134 [🔻️501]
· 🔰 Защита: 12 [🔻️80]
· 👁 Предвидение: 88 [🔻️200]
· ⚡️ Уворот: 270 [➕️270]
· 🎯 Точность: 88 [🔻️189]
· 🤺 Контрудар: 2 [➕️2]
· 🥊 Крит: [🔻️601]

Требования для ношения:
· ✊ Сила: 15
· ♥️ Выносливость: 10
· 💫 Ловкость: 35 🔻

⚙️ Максимальная прочность: 40


💰 Цена продажи:1"
"419","🥾 Ледяные порши изменника [III+]","ледяные порши изменника","сапоги",NULL,"III+","редкая","40","0","0","1","Бонусы предмета:
· 🗡 Атака: 3 [➕️3]
· ❤️ Здоровье: 131 [🔻️504]
· 🔰 Защита: 20 [🔻️72]
· 👁 Предвидение: 86 [🔻️202]
· ⚡️ Уворот: 189 [➕️189]
· 🎯 Точность: 66 [🔻️211]
· 🤺 Контрудар: 2 [➕️2]
· 🥊 Крит: [🔻️601]
Требования для ношения:
· ✊ Сила: 15
· ♥️ Выносливость: 10
· 💫 Ловкость: 35 🔻","Ручная работа ⚒ Кузнеца Флэта","📋 Страница экипировки

🥾 Ледяные порши изменника [III+] :

Ручная работа ⚒ Кузнеца Флэта

❇️ Тип предмета: 🥾 Сапоги
☢️ Грейд: [III+]
💎 Редкость: Редкая

Бонусы предмета:
· 🗡 Атака: 3 [➕️3]
· ❤️ Здоровье: 131 [🔻️504]
· 🔰 Защита: 20 [🔻️72]
· 👁 Предвидение: 86 [🔻️202]
· ⚡️ Уворот: 189 [➕️189]
· 🎯 Точность: 66 [🔻️211]
· 🤺 Контрудар: 2 [➕️2]
· 🥊 Крит: [🔻️601]

Требования для ношения:
· ✊ Сила: 15
· ♥️ Выносливость: 10
· 💫 Ловкость: 35 🔻

⚙️ Максимальная прочность: 40


💰 Цена продажи:1"
"420","💍 Ледяной перстень изменника [III+]","ледяной перстень изменника","кольцо",NULL,"III+","редкая","40","0","0","1","Бонусы предмета:
· 🗡 Атака: 13 [➕️13]
· ❤️ Здоровье: 122 [➕️122]
· 👁 Предвидение: 68 [🔻️62]
· ⚡️ Уворот: 162 [➕️162]
· 🎯 Точность: 68 [🔻️71]
· 🤺 Контрудар: 2 [➕️2]
· 🥊 Крит: [🔻️281]
Требования для ношения:
· ✊ Сила: 15
· ♥️ Выносливость: 10
· 💫 Ловкость: 35 🔻","Ручная работа ⚒ Кузнеца Флэта","📋 Страница экипировки

💍 Ледяной перстень изменника [III+] :

Ручная работа ⚒ Кузнеца Флэта

❇️ Тип предмета: 💍 Кольцо
☢️ Грейд: [III+]
💎 Редкость: Редкая

Бонусы предмета:
· 🗡 Атака: 13 [➕️13]
· ❤️ Здоровье: 122 [➕️122]
· 👁 Предвидение: 68 [🔻️62]
· ⚡️ Уворот: 162 [➕️162]
· 🎯 Точность: 68 [🔻️71]
· 🤺 Контрудар: 2 [➕️2]
· 🥊 Крит: [🔻️281]

Требования для ношения:
· ✊ Сила: 15
· ♥️ Выносливость: 10
· 💫 Ловкость: 35 🔻

⚙️ Максимальная прочность: 40


💰 Цена продажи:1"
"421","🔪 Шакрам смертельной стужи [III+]","шакрам смертельной стужи","оружие","кинжал двуручный","III+","обычная","65","0","0","290","Бонусы предмета:
· 🗡 Атака: 151 [🔻️452]
· ❤️ Здоровье: 273 [➕️273]
· 🥊 Крит: 280 [🔻️140]
· 💥 Сила крита: 25 [🔻️45]
· ⚡️ Уворот: 360 [➕️360]
· 🎯 Точность: 98 [➕️98]
· 🤺 Контрудар: 3 [➕️3]
Требования для ношения:
· 💫 Ловкость: 35 🔻
· 🧿 Интуиция: 35","Предмет из оруженой 💰Нэла","📋 Страница экипировки

🔪 Шакрам смертельной стужи [III+] :

Предмет из оруженой 💰Нэла

❇️ Тип предмета: 🔪 Оружие
📏 Тип оружия: Кинжал двуручный
☢️ Грейд: [III+]
💎 Редкость: Обычная

Бонусы предмета:
· 🗡 Атака: 151 [🔻️452]
· ❤️ Здоровье: 273 [➕️273]
· 🥊 Крит: 280 [🔻️140]
· 💥 Сила крита: 25 [🔻️45]
· ⚡️ Уворот: 360 [➕️360]
· 🎯 Точность: 98 [➕️98]
· 🤺 Контрудар: 3 [➕️3]

Требования для ношения:
· 💫 Ловкость: 35 🔻
· 🧿 Интуиция: 35

⚙️ Максимальная прочность: 65


💰 Цена продажи:290"
"422","🔪 Фламберг пронзающего ветра [III+]","фламберг пронзающего ветра","оружие","одноручный меч","III+","обычная","35","0","0","190","Бонусы предмета:
· 🗡 Атака: 115 [🔻️488]
· ❤️ Здоровье: 172 [➕️172]
· 🥊 Крит: 335 [🔻️85]
· 💥 Сила крита: 36 [🔻️34]
· 👁 Предвидение: 82 [➕️82]
· 🎯 Точность: 5 [➕️5]
Требования для ношения:
· ✊ Сила: 18
· ♥️ Выносливость: 18
· 🧿 Интуиция: 40 🔻","Предмет из оруженой 💰Нэла","📋 Страница экипировки

🔪 Фламберг пронзающего ветра [III+] :

Предмет из оруженой 💰Нэла

❇️ Тип предмета: 🔪 Оружие
📏 Тип оружия: Одноручный меч
☢️ Грейд: [III+]
💎 Редкость: Обычная

Бонусы предмета:
· 🗡 Атака: 115 [🔻️488]
· ❤️ Здоровье: 172 [➕️172]
· 🥊 Крит: 335 [🔻️85]
· 💥 Сила крита: 36 [🔻️34]
· 👁 Предвидение: 82 [➕️82]
· 🎯 Точность: 5 [➕️5]

Требования для ношения:
· ✊ Сила: 18
· ♥️ Выносливость: 18
· 🧿 Интуиция: 40 🔻

⚙️ Максимальная прочность: 35


💰 Цена продажи:190"
"423","🛡 Щит пронзающего ветра [III+]","щит пронзающего ветра","щит",NULL,"III+","обычная","30","0","0","100","Бонусы предмета:
· ❤️ Здоровье: 128
· 🔰 Защита: 18
· 🥊 Крит: 215
· 💥 Сила крита: 16
· 👁 Предвидение: 55
Требования для ношения:
· ✊ Сила: 18
· ♥️ Выносливость: 18
· 🧿 Интуиция: 40 🔻","Предмет из оруженой 💰Нэла","📋 Страница экипировки

🛡 Щит пронзающего ветра [III+] :

Предмет из оруженой 💰Нэла

❇️ Тип предмета: 🛡 Щит
☢️ Грейд: [III+]
💎 Редкость: Обычная

Бонусы предмета:
· ❤️ Здоровье: 128 
· 🔰 Защита: 18 
· 🥊 Крит: 215 
· 💥 Сила крита: 16 
· 👁 Предвидение: 55 

Требования для ношения:
· ✊ Сила: 18
· ♥️ Выносливость: 18
· 🧿 Интуиция: 40 🔻

⚙️ Максимальная прочность: 30


💰 Цена продажи:100"
"424","🔪 Нунти смертельной стужи [III+]","нунти смертельной стужи","оружие","кинжал двуручный","III+","обычная","65","0","0","290","Бонусы предмета:
· 🗡 Атака: 143 [🔻️460]
· ❤️ Здоровье: 283 [➕️283]
· 🥊 Крит: 334 [🔻️86]
· 💥 Сила крита: 25 [🔻️45]
· 👁 Предвидение: 98 [➕️98]
· ⚡️ Уворот: 304 [➕️304]
· 🤺 Контрудар: 3 [➕️3]
Требования для ношения:
· 💫 Ловкость: 35 🔻
· 🧿 Интуиция: 35","Предмет из оруженой 💰Нэла","📋 Страница экипировки

🔪 Нунти смертельной стужи [III+] :

Предмет из оруженой 💰Нэла

❇️ Тип предмета: 🔪 Оружие
📏 Тип оружия: Кинжал двуручный
☢️ Грейд: [III+]
💎 Редкость: Обычная

Бонусы предмета:
· 🗡 Атака: 143 [🔻️460]
· ❤️ Здоровье: 283 [➕️283]
· 🥊 Крит: 334 [🔻️86]
· 💥 Сила крита: 25 [🔻️45]
· 👁 Предвидение: 98 [➕️98]
· ⚡️ Уворот: 304 [➕️304]
· 🤺 Контрудар: 3 [➕️3]

Требования для ношения:
· 💫 Ловкость: 35 🔻
· 🧿 Интуиция: 35

⚙️ Максимальная прочность: 65


💰 Цена продажи:290"
"425","🔪 Кунаи смертельной стужи [III+]","кунаи смертельной стужи","оружие","кинжал двуручный","III+","обычная","65","0","0","290","Бонусы предмета:
· 🗡 Атака: 147 [🔻️456]
· ❤️ Здоровье: 278 [➕️278]
· 🥊 Крит: 330 [🔻️90]
· 💥 Сила крита: 45 [🔻️25]
· 👁 Предвидение: 48 [➕️48]
· ⚡️ Уворот: 330 [➕️330]
· 🎯 Точность: 48 [➕️48]
· 🤺 Контрудар: 3 [➕️3]
Требования для ношения:
· 💫 Ловкость: 35 🔻
· 🧿 Интуиция: 35","Предмет из оруженой 💰Нэла","📋 Страница экипировки

🔪 Кунаи смертельной стужи [III+] :

Предмет из оруженой 💰Нэла

❇️ Тип предмета: 🔪 Оружие
📏 Тип оружия: Кинжал двуручный
☢️ Грейд: [III+]
💎 Редкость: Обычная

Бонусы предмета:
· 🗡 Атака: 147 [🔻️456]
· ❤️ Здоровье: 278 [➕️278]
· 🥊 Крит: 330 [🔻️90]
· 💥 Сила крита: 45 [🔻️25]
· 👁 Предвидение: 48 [➕️48]
· ⚡️ Уворот: 330 [➕️330]
· 🎯 Точность: 48 [➕️48]
· 🤺 Контрудар: 3 [➕️3]

Требования для ношения:
· 💫 Ловкость: 35 🔻
· 🧿 Интуиция: 35

⚙️ Максимальная прочность: 65


💰 Цена продажи:290"
"426","🔪 Рапира пронзающего ветра [III+]","рапира пронзающего ветра","оружие","одноручный меч","III+","обычная","35","0","0","190","Бонусы предмета:
· 🗡 Атака: 110 [🔻️493]
· ❤️ Здоровье: 199 [➕️199]
· 🥊 Крит: 345 [🔻️75]
· 💥 Сила крита: 35 [🔻️35]
· 🎯 Точность: 84 [➕️84]
Требования для ношения:
· ✊ Сила: 18
· ♥️ Выносливость: 18
· 🧿 Интуиция: 40 🔻","Предмет из оруженой 💰Нэла","📋 Страница экипировки

🔪 Рапира пронзающего ветра [III+] :

Предмет из оруженой 💰Нэла

❇️ Тип предмета: 🔪 Оружие
📏 Тип оружия: Одноручный меч
☢️ Грейд: [III+]
💎 Редкость: Обычная

Бонусы предмета:
· 🗡 Атака: 110 [🔻️493]
· ❤️ Здоровье: 199 [➕️199]
· 🥊 Крит: 345 [🔻️75]
· 💥 Сила крита: 35 [🔻️35]
· 🎯 Точность: 84 [➕️84]

Требования для ношения:
· ✊ Сила: 18
· ♥️ Выносливость: 18
· 🧿 Интуиция: 40 🔻

⚙️ Максимальная прочность: 35


💰 Цена продажи:190"
"427","🔪 Саи снежных земель [III+]","саи снежных земель","оружие","кинжал двуручный","III+","обычная","65","0","0","290","Бонусы предмета:
· 🗡 Атака: 192 [🔻️411]
· ❤️ Здоровье: 282 [➕️282]
· 👁 Предвидение: 17 [➕️17]
· ⚡️ Уворот: 448 [➕️448]
· 🎯 Точность: 90 [➕️90]
· 🥊 Крит: [🔻️420]
· 💥 Сила крита: [🔻️70]
Требования для ношения:
· ✊ Сила: 15
· ♥️ Выносливость: 10
· 💫 Ловкость: 35 🔻","Предмет из оруженой 💰Нэла","📋 Страница экипировки

🔪 Саи снежных земель [III+] :

Предмет из оруженой 💰Нэла

❇️ Тип предмета: 🔪 Оружие
📏 Тип оружия: Кинжал двуручный
☢️ Грейд: [III+]
💎 Редкость: Обычная

Бонусы предмета:
· 🗡 Атака: 192 [🔻️411]
· ❤️ Здоровье: 282 [➕️282]
· 👁 Предвидение: 17 [➕️17]
· ⚡️ Уворот: 448 [➕️448]
· 🎯 Точность: 90 [➕️90]
· 🥊 Крит: [🔻️420]
· 💥 Сила крита: [🔻️70]

Требования для ношения:
· ✊ Сила: 15
· ♥️ Выносливость: 10
· 💫 Ловкость: 35 🔻

⚙️ Максимальная прочность: 65


💰 Цена продажи:290"
"428","🛡 Калкан пронзающего ветра [III+]","калкан пронзающего ветра","щит",NULL,"III+","обычная","30","0","0","100","Бонусы предмета:
· ❤️ Здоровье: 134
· 🔰 Защита: 18
· 🥊 Крит: 215
· 💥 Сила крита: 14
· 👁 Предвидение: 10
· 🎯 Точность: 48
Требования для ношения:
· ✊ Сила: 18
· ♥️ Выносливость: 18
· 🧿 Интуиция: 40 🔻","Предмет из оруженой 💰Нэла","📋 Страница экипировки

🛡 Калкан пронзающего ветра [III+] :

Предмет из оруженой 💰Нэла

❇️ Тип предмета: 🛡 Щит
☢️ Грейд: [III+]
💎 Редкость: Обычная

Бонусы предмета:
· ❤️ Здоровье: 134 
· 🔰 Защита: 18 
· 🥊 Крит: 215 
· 💥 Сила крита: 14 
· 👁 Предвидение: 10 
· 🎯 Точность: 48 

Требования для ношения:
· ✊ Сила: 18
· ♥️ Выносливость: 18
· 🧿 Интуиция: 40 🔻

⚙️ Максимальная прочность: 30


💰 Цена продажи:100"
"429","🔪 Кастеты снежных земель [III+]","кастеты снежных земель","оружие","кинжал двуручный","III+","обычная","65","0","0","290","Бонусы предмета:
· 🗡 Атака: 178 [🔻️425]
· ❤️ Здоровье: 278 [➕️278]
· 👁 Предвидение: 57 [➕️57]
· ⚡️ Уворот: 411 [➕️411]
· 🎯 Точность: 57 [➕️57]
· 🤺 Контрудар: 6 [➕️6]
· 🥊 Крит: [🔻️420]
· 💥 Сила крита: [🔻️70]
Требования для ношения:
· ✊ Сила: 15
· ♥️ Выносливость: 10
· 💫 Ловкость: 35 🔻","Предмет из оруженой 💰Нэла","📋 Страница экипировки

🔪 Кастеты снежных земель [III+] :

Предмет из оруженой 💰Нэла

❇️ Тип предмета: 🔪 Оружие
📏 Тип оружия: Кинжал двуручный
☢️ Грейд: [III+]
💎 Редкость: Обычная

Бонусы предмета:
· 🗡 Атака: 178 [🔻️425]
· ❤️ Здоровье: 278 [➕️278]
· 👁 Предвидение: 57 [➕️57]
· ⚡️ Уворот: 411 [➕️411]
· 🎯 Точность: 57 [➕️57]
· 🤺 Контрудар: 6 [➕️6]
· 🥊 Крит: [🔻️420]
· 💥 Сила крита: [🔻️70]

Требования для ношения:
· ✊ Сила: 15
· ♥️ Выносливость: 10
· 💫 Ловкость: 35 🔻

⚙️ Максимальная прочность: 65


💰 Цена продажи:290"
"430","🔪 Секира пронзающего ветра [III+]","секира пронзающего ветра","оружие","одноручный топор","III+","обычная","35","0","0","190","Бонусы предмета:
· 🗡 Атака: 112 [🔻️491]
· ❤️ Здоровье: 185 [➕️185]
· 🥊 Крит: 340 [🔻️80]
· 💥 Сила крита: 37 [🔻️33]
· 👁 Предвидение: 62 [➕️62]
· 🎯 Точность: 62 [➕️62]
Требования для ношения:
· ✊ Сила: 18
· ♥️ Выносливость: 18
· 🧿 Интуиция: 40 🔻","Предмет из оруженой 💰Нэла","📋 Страница экипировки

🔪 Секира пронзающего ветра [III+] :

Предмет из оруженой 💰Нэла

❇️ Тип предмета: 🔪 Оружие
📏 Тип оружия: Одноручный топор
☢️ Грейд: [III+]
💎 Редкость: Обычная

Бонусы предмета:
· 🗡 Атака: 112 [🔻️491]
· ❤️ Здоровье: 185 [➕️185]
· 🥊 Крит: 340 [🔻️80]
· 💥 Сила крита: 37 [🔻️33]
· 👁 Предвидение: 62 [➕️62]
· 🎯 Точность: 62 [➕️62]

Требования для ношения:
· ✊ Сила: 18
· ♥️ Выносливость: 18
· 🧿 Интуиция: 40 🔻

⚙️ Максимальная прочность: 35


💰 Цена продажи:190"
"431","🔪 Клинки снежных земель [III+]","клинки снежных земель","оружие","меч двуручный","III+","обычная","65","0","0","290","Бонусы предмета:
· 🗡 Атака: 168 [🔻️435]
· ❤️ Здоровье: 303 [➕️303]
· 👁 Предвидение: 35 [➕️35]
· ⚡️ Уворот: 342 [➕️342]
· 🎯 Точность: 35 [➕️35]
· 🤺 Контрудар: 15 [➕️15]
· 🥊 Крит: [🔻️420]
· 💥 Сила крита: [🔻️70]
Требования для ношения:
· ✊ Сила: 15
· ♥️ Выносливость: 10
· 💫 Ловкость: 35 🔻","Предмет из оруженой 💰Нэла","📋 Страница экипировки

🔪 Клинки снежных земель [III+] :

Предмет из оруженой 💰Нэла

❇️ Тип предмета: 🔪 Оружие
📏 Тип оружия: Меч двуручный
☢️ Грейд: [III+]
💎 Редкость: Обычная

Бонусы предмета:
· 🗡 Атака: 168 [🔻️435]
· ❤️ Здоровье: 303 [➕️303]
· 👁 Предвидение: 35 [➕️35]
· ⚡️ Уворот: 342 [➕️342]
· 🎯 Точность: 35 [➕️35]
· 🤺 Контрудар: 15 [➕️15]
· 🥊 Крит: [🔻️420]
· 💥 Сила крита: [🔻️70]

Требования для ношения:
· ✊ Сила: 15
· ♥️ Выносливость: 10
· 💫 Ловкость: 35 🔻

⚙️ Максимальная прочность: 65


💰 Цена продажи:290"
"432","🔪 Палица пронзающего ветра [III+]","палица пронзающего ветра","оружие","молот двуручный","III+","обычная","65","0","0","290","Бонусы предмета:
· 🗡 Атака: 130 [🔻️473]
· ❤️ Здоровье: 362 [➕️362]
· 🥊 Крит: 444 [➕️24]
· 💥 Сила крита: 84 [➕️14]
· 👁 Предвидение: 57 [➕️57]
· 🎯 Точность: 57 [➕️57]
Требования для ношения:
· ✊ Сила: 18
· ♥️ Выносливость: 18
· 🧿 Интуиция: 40 🔻","Предмет из оруженой 💰Нэла","📋 Страница экипировки

🔪 Палица пронзающего ветра [III+] :

Предмет из оруженой 💰Нэла

❇️ Тип предмета: 🔪 Оружие
📏 Тип оружия: Молот двуручный
☢️ Грейд: [III+]
💎 Редкость: Обычная

Бонусы предмета:
· 🗡 Атака: 130 [🔻️473]
· ❤️ Здоровье: 362 [➕️362]
· 🥊 Крит: 444 [➕️24]
· 💥 Сила крита: 84 [➕️14]
· 👁 Предвидение: 57 [➕️57]
· 🎯 Точность: 57 [➕️57]

Требования для ношения:
· ✊ Сила: 18
· ♥️ Выносливость: 18
· 🧿 Интуиция: 40 🔻

⚙️ Максимальная прочность: 65


💰 Цена продажи:290"
"433","🛡 Таргет сурового холода [III+]","таргет сурового холода","щит",NULL,"III+","обычная","30","0","0","100","Бонусы предмета:
· 🗡 Атака: 14
· ❤️ Здоровье: 172
· 🔰 Защита: 35
· 👁 Предвидение: 77
· 🎯 Точность: 23
Требования для ношения:
· ✊ Сила: 30
· ♥️ Выносливость: 30 🔻","Предмет из оруженой 💰Нэла","📋 Страница экипировки

🛡 Таргет сурового холода [III+] :

Предмет из оруженой 💰Нэла

❇️ Тип предмета: 🛡 Щит
☢️ Грейд: [III+]
💎 Редкость: Обычная

Бонусы предмета:
· 🗡 Атака: 14 
· ❤️ Здоровье: 172 
· 🔰 Защита: 35 
· 👁 Предвидение: 77 
· 🎯 Точность: 23 

Требования для ношения:
· ✊ Сила: 30
· ♥️ Выносливость: 30 🔻

⚙️ Максимальная прочность: 30


💰 Цена продажи:100"
"434","🔪 Булава пронзающего ветра [III+]","булава пронзающего ветра","оружие","молот двуручный","III+","обычная","65","0","0","290","Бонусы предмета:
· 🗡 Атака: 140 [🔻️463]
· ❤️ Здоровье: 305 [➕️305]
· 🥊 Крит: 542 [➕️122]
· 💥 Сила крита: 62 [🔻️8]
· 👁 Предвидение: 23 [➕️23]
· 🎯 Точность: 23 [➕️23]
Требования для ношения:
· ✊ Сила: 18
· ♥️ Выносливость: 18
· 🧿 Интуиция: 40 🔻","Предмет из оруженой 💰Нэла","📋 Страница экипировки

🔪 Булава пронзающего ветра [III+] :

Предмет из оруженой 💰Нэла

❇️ Тип предмета: 🔪 Оружие
📏 Тип оружия: Молот двуручный
☢️ Грейд: [III+]
💎 Редкость: Обычная

Бонусы предмета:
· 🗡 Атака: 140 [🔻️463]
· ❤️ Здоровье: 305 [➕️305]
· 🥊 Крит: 542 [➕️122]
· 💥 Сила крита: 62 [🔻️8]
· 👁 Предвидение: 23 [➕️23]
· 🎯 Точность: 23 [➕️23]

Требования для ношения:
· ✊ Сила: 18
· ♥️ Выносливость: 18
· 🧿 Интуиция: 40 🔻

⚙️ Максимальная прочность: 65


💰 Цена продажи:290"
"435","🔪 Мьолльнир сурового холода [III+]","мьолльнир сурового холода","оружие","молот двуручный","III+","обычная","65","0","0","290","Бонусы предмета:
· 🗡 Атака: 252 [🔻️351]
· ❤️ Здоровье: 462 [➕️462]
· 👁 Предвидение: 155 [➕️155]
· 🎯 Точность: 263 [➕️263]
· 🥊 Крит: [🔻️420]
· 💥 Сила крита: [🔻️70]
Требования для ношения:
· ✊ Сила: 30
· ♥️ Выносливость: 30 🔻","Предмет из оруженой 💰Нэла","📋 Страница экипировки

🔪 Мьолльнир сурового холода [III+] :

Предмет из оруженой 💰Нэла

❇️ Тип предмета: 🔪 Оружие
📏 Тип оружия: Молот двуручный
☢️ Грейд: [III+]
💎 Редкость: Обычная

Бонусы предмета:
· 🗡 Атака: 252 [🔻️351]
· ❤️ Здоровье: 462 [➕️462]
· 👁 Предвидение: 155 [➕️155]
· 🎯 Точность: 263 [➕️263]
· 🥊 Крит: [🔻️420]
· 💥 Сила крита: [🔻️70]

Требования для ношения:
· ✊ Сила: 30
· ♥️ Выносливость: 30 🔻

⚙️ Максимальная прочность: 65


💰 Цена продажи:290"
"436","🔪 Клеймор сурового холода [III+]","клеймор сурового холода","оружие","меч двуручный","III+","обычная","65","0","0","290","Бонусы предмета:
· 🗡 Атака: 246 [🔻️357]
· ❤️ Здоровье: 448 [➕️448]
· 👁 Предвидение: 51 [➕️51]
· 🎯 Точность: 350 [➕️350]
· 🥊 Крит: [🔻️420]
· 💥 Сила крита: [🔻️70]
Требования для ношения:
· ✊ Сила: 30
· ♥️ Выносливость: 30 🔻","Предмет из оруженой 💰Нэла","📋 Страница экипировки

🔪 Клеймор сурового холода [III+] :

Предмет из оруженой 💰Нэла

❇️ Тип предмета: 🔪 Оружие
📏 Тип оружия: Меч двуручный
☢️ Грейд: [III+]
💎 Редкость: Обычная

Бонусы предмета:
· 🗡 Атака: 246 [🔻️357]
· ❤️ Здоровье: 448 [➕️448]
· 👁 Предвидение: 51 [➕️51]
· 🎯 Точность: 350 [➕️350]
· 🥊 Крит: [🔻️420]
· 💥 Сила крита: [🔻️70]

Требования для ношения:
· ✊ Сила: 30
· ♥️ Выносливость: 30 🔻

⚙️ Максимальная прочность: 65


💰 Цена продажи:290"
"437","🛡 Баклер сурового холода [III+]","баклер сурового холода","щит",NULL,"III+","обычная","30","0","0","100","Бонусы предмета:
· 🗡 Атака: 15
· ❤️ Здоровье: 171
· 🔰 Защита: 33
· 👁 Предвидение: 10
· 🎯 Точность: 90
Требования для ношения:
· ✊ Сила: 30
· ♥️ Выносливость: 30 🔻","Предмет из оруженой 💰Нэла","📋 Страница экипировки

🛡 Баклер сурового холода [III+] :

Предмет из оруженой 💰Нэла

❇️ Тип предмета: 🛡 Щит
☢️ Грейд: [III+]
💎 Редкость: Обычная

Бонусы предмета:
· 🗡 Атака: 15 
· ❤️ Здоровье: 171 
· 🔰 Защита: 33 
· 👁 Предвидение: 10 
· 🎯 Точность: 90 

Требования для ношения:
· ✊ Сила: 30
· ♥️ Выносливость: 30 🔻

⚙️ Максимальная прочность: 30


💰 Цена продажи:100"
"438","🔪 Бродэкс сурового холода [III+]","бродэкс сурового холода","оружие","одноручный топор","III+","обычная","35","0","0","190","Бонусы предмета:
· 🗡 Атака: 156 [🔻️447]
· ❤️ Здоровье: 215 [➕️215]
· 👁 Предвидение: 162 [➕️162]
· 🎯 Точность: 39 [➕️39]
· 🥊 Крит: [🔻️420]
· 💥 Сила крита: [🔻️70]
Требования для ношения:
· ✊ Сила: 30
· ♥️ Выносливость: 30 🔻","Предмет из оруженой 💰Нэла","📋 Страница экипировки

🔪 Бродэкс сурового холода [III+] :

Предмет из оруженой 💰Нэла

❇️ Тип предмета: 🔪 Оружие
📏 Тип оружия: Одноручный топор
☢️ Грейд: [III+]
💎 Редкость: Обычная

Бонусы предмета:
· 🗡 Атака: 156 [🔻️447]
· ❤️ Здоровье: 215 [➕️215]
· 👁 Предвидение: 162 [➕️162]
· 🎯 Точность: 39 [➕️39]
· 🥊 Крит: [🔻️420]
· 💥 Сила крита: [🔻️70]

Требования для ношения:
· ✊ Сила: 30
· ♥️ Выносливость: 30 🔻

⚙️ Максимальная прочность: 35


💰 Цена продажи:190"
"439","🔪 Спата сурового холода [III+]","спата сурового холода","оружие","одноручный топор","III+","обычная","35","0","0","190","Бонусы предмета:
· 🗡 Атака: 157 [🔻️446]
· ❤️ Здоровье: 212 [➕️212]
· 👁 Предвидение: 51 [➕️51]
· 🎯 Точность: 148 [➕️148]
· 🥊 Крит: [🔻️420]
· 💥 Сила крита: [🔻️70]
Требования для ношения:
· ✊ Сила: 30
· ♥️ Выносливость: 30 🔻","Предмет из оруженой 💰Нэла","📋 Страница экипировки

🔪 Спата сурового холода [III+] :

Предмет из оруженой 💰Нэла

❇️ Тип предмета: 🔪 Оружие
📏 Тип оружия: Одноручный топор
☢️ Грейд: [III+]
💎 Редкость: Обычная

Бонусы предмета:
· 🗡 Атака: 157 [🔻️446]
· ❤️ Здоровье: 212 [➕️212]
· 👁 Предвидение: 51 [➕️51]
· 🎯 Точность: 148 [➕️148]
· 🥊 Крит: [🔻️420]
· 💥 Сила крита: [🔻️70]

Требования для ношения:
· ✊ Сила: 30
· ♥️ Выносливость: 30 🔻

⚙️ Максимальная прочность: 35


💰 Цена продажи:190"
