normalized_name,type,currency,median_price,min_price,max_price,sample_count
материя: [ii],buy,gold,290,250,300,11
медь - 1шт/---50шт,buy,gold,20,20,20,11
медь -(100шт),buy,gold,22,22,30,11
оберег оракула,sell,cookie,250,225,280,11
олово -1шт/---50шт,buy,gold,7,7,8,11
пастуший хлеб [i],sell,gold,800,790,800,11
рецепт особой перчатки,sell,gold,80000,75000,80000,11
рог изобилия +,sell,cookie,6100,6100,8300,11
сертификат смены расы -1шт/,buy,gold,500,500,500,11
сет су,sell,cookie,250,250,250,11
сосна - 1шт/---50шт,buy,gold,6,6,10,11
талант - блестящие латы - 2шт–цена,sell,gold,2500,2500,2500,11
талант - закалка - 2шт–цена,sell,gold,2500,2500,2500,11
талант - потрошитель [ивент] - /,sell,gold,6000,6000,6000,11
талант потрошитель [ивент],sell,gold,4500,4500,6000,11
тяжелая кольчуга [ii],sell,gold,2000,2000,2000,11
улучшенный акинак (35/35),sell,gold,1500,1500,1500,11
хитин -(100шт),buy,gold,13,13,13,11
элексир здоровья 100%,buy,gold,100,100,100,11
элексир здоровья 100% / пинта эля,buy,gold,130,100,130,11
ярость-lll,buy,gold,7000,6000,7000,11
award of cirta,sell,gold,6000,5500,7000,10
order of cirta [i] новое,sell,gold,5000,5000,6500,10
tsunami amulet [iii+] [ ],sell,gold,5000,5000,5000,10
безопасный свиток заточки [i],buy,gold,425,400,450,10
безопасный свиток заточки [iii] - 20шт (/шт),sell,gold,1400,1350,1400,10
биотоковая пластина,sell,cookie,25,25,25,10
бутерброд [iii] - 7 дней - 5шт (3./шт или /шт),sell,gold,500,500,500,10
гоплон маржаны [iii+] +5,sell,gold,14000,14000,14000,10
кованная сталь,sell,gold,14,10,14,10
кровавая секира [ii] +5 (11/65),sell,gold,3500,3500,3800,10
ледяная кольчуга провидца [iii+] +5 (13/31),sell,gold,18000,18000,18000,10
ледяное кольцо провидца [iii+] +4 (16/33),sell,gold,7000,7000,7000,10
ледяной марион провидца [iii+] +5 (12/34),sell,gold,17000,17000,17000,10
ледяные перчатки провидца [iii+] +5 (30/31),sell,gold,16000,16000,16000,10
личный свиток кселеса 2 шт т3 41/,sell,cookie,51,51,51,10
пояс нуамендора +1;,sell,gold,30000,30000,30000,10
скорость iv,sell,gold,15900,15900,15900,10
удочка подмастерья,buy,gold,300,300,300,10
удочка подмастерья - .,buy,gold,215,210,220,10
чертеж наемника [ii] - /шт (оптом цена ниже),sell,gold,3700,3700,3700,10
чертеж экипировки [iii] - от цена договорная,buy,gold,5000,5000,5000,10
‍ внешний вид: принц зимы - (или обмен на 2 свитка кселеса),sell,cookie,200,200,200,10
amulet waves,sell,gold,4500,4500,4500,9
amulet waves [iii+] +4,sell,gold,8000,6000,8500,9
beads of sea depths [iii+] (60/60),sell,gold,4000,4000,4000,9
t.rex crusher armor [iii] +2 (45/51),sell,gold,6000,6000,6000,9
амулет оракула,buy,cookie,350,300,350,9
бутерброд [iii] - 7 дней - 1шт=,sell,gold,3200,3200,3200,9
быстрые пальцы [ii] =,sell,gold,1800,1800,1900,9
внешний вид тыква - / анимированный под все расы,sell,cookie,100,100,100,9
внешний вид-воины севера,sell,cookie,65,60,65,9
зелье вын iv,sell,gold,130,130,130,9
зелье лов iv,sell,gold,130,130,130,9
карабарась,buy,gold,50,50,50,9
квельский чеснок,buy,gold,50,40,50,9
кожа - !!!!,buy,gold,25,25,25,9
кольцо аида [iv],sell,gold,70000,70000,70000,9
кость,sell,gold,25,19,30,9
лабрис полумесяца [ll],buy,gold,1500,1500,1500,9
ледяная мантия жреца [iii+] +5,sell,gold,8500,8500,8500,9
ледяная удача кощара [ивент] - 15 шт =,sell,gold,1200,1200,1200,9
личный свиток кселеса 3 шт - т3 41/,sell,cookie,51,51,51,9
массивный панцирь [ii] – 2 шт =,sell,gold,2500,2500,3800,9
морковка /шт. 40 шт.,buy,gold,70,70,70,9
набор талантов - /шт.,sell,gold,6000,5900,6000,9
ремкомплект - /шт (не личные),buy,gold,7000,6500,7000,9
рецепт особого оружия,sell,gold,89999,89999,89999,9
свиток заточки [iii] (опаски) – 330 шт =,sell,gold,100,100,120,9
свиток заточки [iv] - 28шт =,sell,gold,80,80,130,9
свиток кселеса - 25000 \,buy,cookie,65,65,65,9
сертификат cброса параметров - 1шт (),sell,gold,1000,1000,1000,9
сет на кт т3.,sell,cookie,180,160,180,9
страница из фрагментов доспеха - 1шт,sell,gold,6000,6000,6000,9
страница из фрагментов оружия - 1шт,sell,gold,6000,6000,6000,9
сундук с водопада - 1шт,sell,cookie,2,2,2,9
сундук с проклятых земель - 1шт,sell,cookie,2,2,2,9
талант - золотая антилопа - 2шт =,sell,gold,800,800,900,9
талант - потрошитель [ивент] – 16 шт =,sell,gold,7000,4500,7000,9
удача торговца 3шт,sell,cookie,1,1,1,9
award of cirta,buy,gold,3000,3000,3000,8
carbarack box [iii] - /шт.,sell,cookie,100,100,100,8
безопасный свиток заточки т3,buy,gold,1200,1200,1200,8
блюдо из рыбы [i] - 8шт,sell,gold,160,160,160,8
зелье [ii],buy,gold,150,150,150,8
зелье очищения камня [iii+] - 4шт,sell,gold,25000,25000,25000,8
зелье очищения камня [iv] - 3шт,sell,gold,140000,140000,140000,8
"знак кулинара - /шт - кидайте почтой на ник ""уменялапки""",buy,gold,2000,2000,2000,8
казнь ii,sell,gold,9000,9000,9000,8
корка хлеба [ii] - 24ч 5шт,sell,gold,700,700,700,8
кровавая секира [ii] +1 (65/65),sell,gold,1600,1600,1600,8
кровь - /шт.,buy,gold,40,40,40,8
ледяное кольцо жреца [iii+] +4 (26/38),sell,gold,5000,5000,5000,8
ледяные порши изменника /шт (3 шт),sell,gold,200,200,200,8
материал материи [iii+],buy,gold,500,500,500,8
материал материи [iii+],sell,gold,650,500,650,8
материал материи [iii+] - |шт,sell,gold,650,600,650,8
материал материи [iii] - |шт,sell,gold,550,550,550,8
материал материи [iv],buy,gold,3000,3000,3000,8
материя т/шт,sell,gold,47450,47300,47500,8
пирог [iv] - 24ч - 6шт,sell,gold,600,600,600,8
ремкомплект (не личный),buy,gold,6000,6000,6000,8
рецепт [ii]: тяжелая кольчуга,sell,gold,300,250,300,8
сертификат сброса параметров -1шт/,buy,gold,500,500,500,8
сертификат смены ника - 1шт,sell,gold,500,500,500,8
сет ктку - возможен торг,sell,cookie,4800,4800,4800,8
шлемы,buy,gold,50,50,50,8
amulet waves [iii+] = 4.,sell,gold,500,500,500,7
beads of sea depths,sell,gold,4500,4500,5000,7
аксессуар материи [ii] +,sell,gold,21600,21600,31600,7
безопасный свиток заточки [ii] - /шт (оптом цена ещё ниже),sell,gold,800,800,800,7
блюдо из мяса [i] - /шт ( 6 шт ),sell,gold,140,140,140,7
блюдо из рыбы [i] - /шт ( 7 шт ),sell,gold,140,140,140,7
бонус регенерации 24ч - /шт (от 15шт цена ещё ниже),sell,gold,850,850,850,7
воодушевление iii,sell,gold,5000,3000,5000,7
воодушевление iv,sell,gold,10000,10000,10000,7
казнь ii,sell,cookie,20,20,20,7
кожа -/шт.,buy,gold,30,30,30,7
крылья [i] +1 (57/60),sell,gold,17000,17000,17000,7
крылья [i] +5 (43/60),sell,gold,20000,18000,20000,7
кулон стремлений [ii],sell,gold,1200,1200,1200,7
кулон стремлений [ll],buy,gold,1500,1500,1500,7
ледяные порши изменника,sell,gold,200,200,200,7
луковый суп [i] - 7шт,sell,gold,700,700,700,7
морковка /шт. 60 шт.,buy,gold,70,70,70,7
набор талантов,sell,gold,5000,5000,5000,7
обожженные философские камни,buy,gold,500,500,500,7
ожерелье гелиоса,buy,cookie,200,200,200,7
оружие: bec de corbin [iii] +2 (17/55),sell,gold,6000,6000,6000,7
перчатки: graceful gloves [iii] +1 (28/50),sell,gold,6000,6000,6000,7
"свиток ""only pvp"" 30м",sell,cookie,10,10,10,7
свиток заточки [i],sell,gold,50,50,50,7
свиток заточки т2 - много.,buy,gold,75,70,75,7
свиток кселеса -30000з/,sell,cookie,75,75,75,7
свиток удачи - /шт (от 20шт цена ещё ниже),sell,gold,285,285,285,7
сила воли iii,sell,cookie,30,30,30,7
скорость v,sell,cookie,250,250,300,7
сундук с водопада - /шт - 1 шт.,sell,gold,650,650,650,7
талант - блестящие латы - 1шт,sell,gold,2500,2500,2500,7
талант - потрошитель [ивент] - 7шт – цена,sell,gold,3750,3750,3750,7
философские камни,buy,gold,160,150,165,7
философский камень,sell,gold,150,145,150,7
философский камень - 6шт,sell,gold,180,180,180,7
хитин - 1шт,sell,gold,15,15,18,7
чертеж наемника [ii] - /шт (оптом цена ещё ниже),sell,gold,3700,3700,3700,7
эсток вьюги [iii+] +4,sell,gold,8000,8000,8000,7
amulet of sea depths +,sell,gold,34500,34500,34500,6
amulet of sea depths [iii+] +,sell,gold,34900,34800,35000,6
award of cirta [i],sell,cookie,15,15,15,6
beads of sea depths [iii+] +1 (60/60),sell,gold,4000,4000,4000,6
t.rex berserker's armor [iii] +5:18/54,sell,gold,9000,9000,9000,6
аквельский обед [i] - /шт ( 17 шт ),sell,gold,130,130,150,6
аквельский обед [i] - от 10шт,buy,gold,100,100,100,6
аквельский обед [iii],buy,gold,1500,1500,1500,6
активная защита ii - 1шт,sell,gold,1000,1000,1000,6
амарант - (50шт),buy,gold,155,135,155,6
безопасный свиток заточки [i] шт — /800з,sell,cookie,2,2,2,6
безопасный свиток заточки [ii] шт — 1./600з,sell,cookie,5,5,5,6
божественная милость iii,sell,cookie,30,30,30,6
бонус регенерации 24ч - 1400 /,sell,cookie,3,3,3,6
бриллиантовые серьги [i],sell,cookie,5,5,5,6
бук - (100шт),buy,gold,18,17,18,6
бутерброд 7 дней готов заплатить и больше,buy,gold,3100,3100,3100,6
бутерброд [iii] - 24ч - 1400 /,sell,cookie,3,3,3,6
воодушевление iv,sell,cookie,30,30,30,6
выстрел в горло ii,sell,cookie,20,20,20,6
двуручный молот войны [iv] +4,sell,gold,3500,3500,3500,6
зелье очищения камня [iii+] - 5шт,sell,gold,25000,25000,25000,6
зелье очищения камня [iv] - 4шт,sell,gold,140000,140000,140000,6
инкрустированный пояс [i],sell,cookie,18,18,18,6
инкрустированный пояс [i] новый,sell,gold,4000,3500,5000,6
каплевидный щит метели [iii+] +9 (14/30) - / 144к,sell,cookie,360,360,360,6
клевец пурги +,sell,gold,34500,34500,34500,6
клевец пурги [iii+] +,sell,gold,34900,34800,35000,6
колье безрассудства [ii] +3 (35/35),sell,gold,2000,1800,2000,6
кольцо ареса +1,sell,cookie,180,180,180,6
кольцо гелиоса +5,sell,cookie,210,210,210,6
кольцо торквемады +5,sell,cookie,210,210,210,6
компас [i] +3 (35/40),sell,gold,6000,6000,6000,6
критическое исцеление ii,sell,cookie,25,25,25,6
крылья [l],sell,cookie,50,50,50,6
ледяной перстень провидца [iii+] +9 (4/29) - / 144к,sell,cookie,360,360,360,6
ледяные наручи жреца [iii+] +4,sell,gold,8000,8000,8000,6
ледяные наручи провидца [iii+] +4,sell,gold,8000,8000,8000,6
личный свиток кселеса т4 - 6шт,sell,gold,22000,22000,22000,6
материал материи [iii],sell,gold,450,450,500,6
материал материи [iii] =,buy,gold,450,450,450,6
материя [iii] =,buy,gold,550,550,550,6
обоженный философский камень - 2шт,sell,gold,400,400,400,6
ожерелье камней (35/35),sell,gold,1500,1500,1500,6
провидение iv,sell,cookie,30,30,30,6
ремкомплект - 10000 /,sell,cookie,25,25,25,6
рецепты [|||] щиты ожи .,buy,gold,550,500,600,6
сандали полета [ii],sell,gold,2000,1500,2000,6
свиток заточки [ii] - от 10шт,buy,gold,50,50,50,6
свиток заточки[ii]-/шт,buy,gold,60,50,60,6
свиток кселеса - |,sell,cookie,85,85,85,6
скорость iii,sell,cookie,25,25,25,6
субстанция джина грехов,sell,gold,300,300,300,6
талант - закалка - 3000 /,sell,cookie,7,7,7,6
талант - оракул - 3шт. - 3000 /,sell,cookie,7,7,7,6
талант - орлиный глаз - 3000 /,sell,cookie,7,7,7,6
талант потрошитель,sell,cookie,10,10,10,6
"таланты по (закалка, латы, оракул, глаз)",buy,cookie,6,6,6,6
титан - (50шт),buy,gold,155,135,155,6
удочка пм - (от 10 шт по ).,buy,gold,220,220,220,6
чекан маржаны [iii+] +5 - 16.,sell,gold,500,500,500,6
чекан маржаны [iii+] +7 - /59к,sell,cookie,150,150,150,6
чертеж двуручного оружия [iii] - 6000 /,sell,cookie,15,15,15,6
чертеж наемника [ii],sell,cookie,12,12,12,6
чертеж наемника [ii] - /шт (оптом дешевле),sell,gold,3650,3650,3700,6
чертеж экипировки [iii] 2шт - 9000 /,sell,cookie,23,23,23,6
щит: graceful shield [iii] +1 (49/49),sell,gold,6000,6000,6000,6
эспадон маржаны [iii+] +5,sell,gold,11000,11000,11000,6
ярость iii,sell,cookie,40,40,40,6
ярость iv,sell,cookie,110,110,110,6
"‍ внешний вид: воины севера,",sell,gold,25000,25000,25000,6
beads of sea depths [iii+],sell,gold,4500,4500,4500,5
beads of tsunami [iii+](новый),sell,gold,3500,3500,3500,5
pendant of sea water +4 54/,sell,gold,608000,608000,608000,5
t.rex saboteur's armor [iii] +2,sell,gold,4500,4500,5500,5
t.rex siege heavy armor [iii](новый),sell,gold,4500,4500,4500,5
"tsunami amulet [iii+] = 4,",sell,gold,500,500,500,5
амарант - (10шт),buy,gold,100,100,100,5
безопасный свиток заточки т3 - /шт.,sell,gold,1200,1200,1200,5
безопасный свиток заточки т3 -/ 5 печенек за 2 свитка,buy,gold,1100,1100,1100,5
блюдо из рыбы [i] - /шт (или обмен на 2 карбарась за шт),sell,gold,110,110,110,5
блюдо из рыбы [|||] - 2шт,sell,gold,500,500,500,5
богатство торговца,sell,gold,300,300,300,5
бонус регенерации 24ч - (оптом цену сделаю меньше),sell,gold,900,900,900,5
бук - 2шт,sell,gold,20,20,25,5
бук - 300шт - (/шт),buy,gold,4800,4800,4800,5
бук - до 1000шт по /шт.,buy,gold,15,15,15,5
внешний вид орк призрак,sell,cookie,70,70,70,5
внешний вид тыквеная голова,sell,cookie,70,70,70,5
двуручный молот войны [iv] +,sell,gold,44000,44000,44000,5
древнее кольцо авангарда [lll],buy,gold,2000,2000,2000,5
древнее кровавое ожерелье [iii] 3шт,sell,gold,1000,1000,1000,5
древний щит крови 1 шт.,buy,gold,600,500,650,5
каплевидный щит метели [iii+] +9 (14/30) - / 140к,sell,cookie,350,350,350,5
карбарась по много,buy,gold,80,70,80,5
клевец пробоин [ii] +3 (35/35) (2 шт),sell,gold,1700,1700,1700,5
кованая сталь - 2шт,sell,gold,15,15,20,5
кожа - 1шт,sell,gold,25,20,27,5
кость 29шт,sell,gold,685,685,685,5
"крылья,",sell,gold,18000,18000,18000,5
кткд сет за (торг уместен),sell,cookie,150,150,150,5
кулон стремлений [ii] +3 (32/32),sell,gold,1700,1700,1700,5
ледяная кираса провидца [iii+] - /шт. - 4 шт.,sell,gold,3800,3800,3800,5
ледяной перстень провидца [iii+] +9 (4/29) - / 140к,sell,cookie,350,350,350,5
ледяные ботинки провидца [iii+] +1,sell,gold,4200,4200,4200,5
луковый суп [i] - 3шт,sell,gold,700,700,700,5
материал материи [iii+]/ |[iii]/ к,sell,gold,700,700,700,5
медь - за шт. ( если более 100шт),buy,gold,30,30,30,5
мешок материи - /шт.,sell,gold,2500,2500,2500,5
мощь ветра,buy,gold,2000,1500,2000,5
обожженный бук,sell,gold,80,80,80,5
овощные блюда на выбор,sell,gold,800,800,800,5
оптом,sell,gold,1800,1800,2500,5
павеза пурги [iii+],sell,gold,4200,4200,4200,5
"парные кинжалы метели [iii+] = 4,",sell,gold,500,500,500,5
"парные рондели метели [iii+] = 4,",sell,gold,500,500,500,5
печать искушения [ii] +3 (3/30),sell,gold,1700,1700,1700,5
печать старца [ii] +3 (30/30),sell,gold,1700,1700,1700,5
потёртая тарга,sell,gold,50,50,50,5
пояс нумеадора +,sell,cookie,8300,8300,8300,5
прошитые ботинки [ii] - /шт. - 2шт.,sell,gold,2000,2000,2000,5
рецепт т3 [iii] по любые,buy,gold,150,150,150,5
рецепт: тяжёлая кольчуга [5шт.] - за 1шт.,sell,gold,450,400,525,5
ржавый клевец +1,sell,gold,100,100,100,5
сандали полета [ii] +3 (30/30),sell,gold,1800,1800,1800,5
свиток заточки [|],buy,gold,15,15,15,5
свиток заточки [|||],buy,gold,80,80,80,5
свиток кселеса - /шт.,sell,cookie,75,75,75,5
свиток кселеса - 1шт (),sell,cookie,75,70,75,5
сертификат смены ника - 2шт,sell,gold,400,400,400,5
скипетр,sell,cookie,350,350,350,5
талант - блестящие латы - 1шт(24 ч.),sell,gold,3500,3500,3500,5
талант - закалка - 1шт(24 ч.),sell,gold,3500,3500,3500,5
талант - золотая антилопа - 1шт(7 дней),sell,gold,4000,4000,4000,5
талант - потрошитель [ивент] - 12шт – цена,sell,gold,3750,3750,3750,5
титан - (10шт),buy,gold,100,100,100,5
титан - 30шт - (/шт),buy,gold,3750,3750,3750,5
усиленная тарга [ii] -/шт. - 3 шт.,sell,gold,1500,1500,1500,5
философский камень - /шт много,buy,gold,140,140,140,5
чекан [iii] +1 (35/35),sell,gold,200,200,200,5
чекан маржаны [iii+] +5 - 15.,sell,gold,500,500,500,5
чекан маржаны [iii+] +7,sell,gold,60000,60000,60000,5
чесночная похлёбка,sell,gold,800,800,800,5
шапо с пером [ii] +3 (4/30),sell,gold,1700,1700,1700,5
amulet of sea depths + ( новый),sell,gold,35000,35000,35000,4
bec de corbin [iii] +5 17/52,sell,gold,10000,10000,11000,4
graceful boots [iii] +3 32/46,sell,gold,8000,8000,8000,4
graceful helmet [iii] +4 30/46,sell,gold,9000,9000,9000,4
graceful necklace [iii] +3 27/52,sell,gold,8000,8000,8000,4
graceful ring [iii] +3 41/46,sell,gold,8000,8000,8000,4
graceful shield [iii] +3 41/46,sell,gold,8000,8000,8000,4
necklace of sea water [iii+] новое,sell,gold,6000,6000,6000,4
rhino berserker's gloves [iii] новые,sell,gold,4500,4500,5000,4
rhino graceful gloves [iii] +3 41/,sell,gold,476000,476000,477000,4
t.rex armor,sell,gold,5000,5000,5000,4
t.rex graceful armor [iii] +3 41/52,sell,gold,6500,6000,7000,4
tsunami amulet [iii+] =,sell,gold,5000,5000,5000,4
аквел. обед _ или,sell,gold,160,160,160,4
аквельский лук - за шт (1шт),sell,gold,90,90,90,4
аквельский обед,sell,gold,130,130,130,4
аквельский обед [|] - 1шт,sell,gold,130,130,130,4
аквельский обед [|] - 20шт,sell,gold,130,130,130,4
аквельский обед т/шт,sell,gold,1130,1130,1130,4
безопасный свиток заточки [ii] много,buy,gold,550,550,600,4
безы т,buy,gold,2650,2650,2650,4
блюдо из мяса [|] - 1шт,sell,gold,115,115,115,4
блюдо из мяса [|||] - 9шт,sell,gold,480,480,480,4
блюдо из рыбы [|] - 1шт,sell,gold,115,115,115,4
блюдо из рыбы [|||] - 3шт,sell,gold,499,470,499,4
ботинки черствости [ii] - 7шт,sell,gold,2000,2000,2000,4
бук - 100шт,sell,gold,23,23,23,4
быстрые пальцы [ii] +5 8000з/,sell,cookie,20,20,20,4
гладиус метели,sell,gold,5000,5000,5000,4
деликатесное мясо - 620шт,sell,gold,50,50,50,4
дрангарская морковь - за шт(2шт),sell,gold,70,70,70,4
древний кровавый нагрудник 1 шт.,buy,gold,400,400,500,4
дуб - - 2шт,sell,gold,25,25,30,4
заточка 3 уровня,buy,gold,40,40,40,4
зелье [ii] +2 вын/инт/лов/сил- /шт.,buy,gold,120,120,120,4
зелье очищения камня [iv] /120к(предлы в лс),sell,cookie,320,320,320,4
знак кулинара - 2./шт,buy,gold,500,500,500,4
знак кулинара - 4шт =,sell,gold,3000,3000,3000,4
знание лонгйира,sell,gold,50,50,50,4
знание эпсил,sell,gold,40,40,40,4
инкрустированный пояс +,sell,gold,14000,14000,14000,4
"инкрустированный пояс +3,",sell,gold,4500,4500,4500,4
каплевидный щит метели [iii+] +9 (14/30) - / 148к,sell,cookie,370,370,370,4
карбарась - за шт (7шт),sell,gold,70,70,70,4
книги по за штуку,sell,cookie,1,1,1,4
кованная сталь - ¡!!!!!!,buy,gold,15,15,15,4
кольцо баала,sell,cookie,169,169,169,4
кость - за шт (19шт),sell,gold,25,25,25,4
кровь,sell,gold,50,50,50,4
крылья [i] +1 (57/60),sell,cookie,40,40,40,4
крылья [i] новые,sell,gold,15000,15000,16000,4
кулон наития [ii] +3 4/27,sell,gold,2200,2200,2200,4
кулон наития [ii] - 3шт,sell,gold,2000,2000,2000,4
кулон наития [ii] 33/34,sell,gold,1900,1900,1900,4
кулон стремлений [ii] (35/35),sell,gold,1600,1600,1600,4
кулон стремлений [ii] +3 (35/35),sell,gold,1800,1800,1800,4
куча рецептов 3 уровня цены в (лс заточку 2 уровня-(много),buy,gold,60,60,60,4
ледяной перстень провидца [iii+] +9 (4/29) - / 148к,sell,cookie,370,370,370,4
личный большой ремкомплект 1шт,sell,gold,6250,6000,6500,4
личный свиток кселеса [iv],sell,gold,22000,22000,22000,4
личный свиток кселеса [iv] - 1шт,sell,gold,24000,22000,24000,4
личный свиток кселеса т4 - 6шт - (или биоток - 170шт),sell,gold,22000,22000,22000,4
материал материи [iii+]/ |[iii]/ .,sell,gold,700,700,700,4
материя [ii] 400з/ (15 шт всего),sell,cookie,1,1,1,4
морковь-(много),buy,gold,70,70,70,4
морской циртец - /шт.,buy,gold,650,650,650,4
мраморное мясо - 4шт =,sell,gold,450,450,500,4
ожерелья (любые),buy,gold,300,300,300,4
окунь - 316шт,sell,gold,50,50,50,4
олово - 11шт,sell,gold,18,18,20,4
парные кинжалы метели [iii+] =,sell,gold,5000,5000,5000,4
парные рондели метели [iii+] =,sell,gold,5000,5000,5000,4
патрашитель,buy,gold,3000,3000,3000,4
перец-(много),buy,gold,100,100,100,4
печать искушения[ii] - 1шт,sell,gold,1200,1100,1300,4
печать старца [ii],sell,gold,2000,2000,2000,4
премиум 7 дней,sell,cookie,12,11,12,4
продам т3 ку сет . могу рассмотреть обмен.,sell,cookie,250,250,250,4
продаю бу сет т2 на уворота,sell,cookie,200,200,200,4
ремкомплект 1 шт =,sell,gold,9000,9000,9000,4
рецепт [ii]: изящный доспех,buy,gold,225,150,300,4
рецепт [ii]: клевец пробоин,sell,gold,300,300,320,4
рецепт древнее кольцо баланса [iii] - .,buy,gold,150,150,150,4
рецепт древнее скользящее кольцо [iii] - .,buy,gold,150,150,150,4
рецепт древние браслеты наития [lll] - .,buy,gold,150,150,150,4
рецепт древние сапоги баланса [iii] - .,buy,gold,150,150,150,4
рецепт древний костяной бердыш [iii] - .,buy,gold,150,150,150,4
рецепт древний метательный нож [iii] - .,buy,gold,150,150,150,4
рецепт древняя печать костей [iii] - .,buy,gold,150,150,150,4
рецепт древняя секира крови [iii] - .,buy,gold,150,150,150,4
рецепт массивного панциря [ll],buy,gold,500,350,500,4
рецепт походная каски[ll],buy,gold,500,350,500,4
рецепт прошитых ботинков[ll],buy,gold,500,350,500,4
рецепт рубиновой россыпи[ll],buy,gold,500,350,500,4
рецепт улучшенного акинака[ll],buy,gold,500,400,500,4
рецепт: крушитель [10шт.] - за 1шт.,sell,gold,400,400,450,4
рецепты (||),sell,gold,425,300,450,4
рецепты фехтовальных перчаток [ll],buy,gold,500,350,500,4
сандали полета [ii] - 4шт,sell,gold,2000,2000,2000,4
свиток заточки т2 [ii],buy,gold,70,70,70,4
свиток кселеса - /,sell,cookie,77,70,85,4
свиток телепорта в цирту __!,sell,gold,100,100,100,4
свиток удачи - 20шт,sell,gold,300,300,300,4
сертификат смены ника,buy,gold,500,175,500,4
сосна - 2шт,sell,gold,14,13,22,4
сундук с проклятых земель - (1шт),sell,gold,650,650,650,4
сундук с проклятых земель - /шт - 1 шт.,sell,gold,650,650,650,4
талант - закалка - 1шт за штуку,sell,gold,2500,2500,2500,4
талант - потрошитель [ивент] - (21шт),sell,gold,5000,5000,5000,4
"талант потрошитель - ,",sell,cookie,15,15,15,4
титан - 50шт - (/шт),buy,gold,6250,6250,6250,4
удача торговца,sell,gold,400,200,400,4
усиленная тарга [ii] - 3шт,sell,gold,2500,2500,2500,4
усиленная тарга [ii] 1800з/,sell,cookie,4,4,4,4
фехтовальные перчатки [ii] +3 1/20,sell,gold,2500,2500,2500,4
хитин - .,sell,gold,15,15,15,4
хитин - 50шт,sell,gold,20,20,20,4
циртец,sell,gold,500,500,500,4
чекан маржаны [iii+] +6 (8/47),sell,gold,25000,25000,25000,4
чертёж наёмника [ll],buy,gold,3000,3000,3000,4
чеснок-(много),buy,gold,85,85,85,4
щиты (любые),buy,gold,650,650,650,4
элексиры здоровья т2 - 8/,buy,gold,16,16,16,4
эликсир здоровья +25% [i] – 25 шт =,sell,gold,20,20,20,4
эликсир здоровья +25% [ii] – 25 шт =,sell,gold,20,20,20,4
эликсир здоровья +50% [i] – 11 шт =,sell,gold,40,40,40,4
эликсир здоровья +50% [ii] – 7 шт =,sell,gold,40,40,40,4
эспадон маржаны [iii+] +5 (37/64),sell,gold,14000,14000,14000,4
protection of stone [ii] +2 (19/40) танк,sell,cookie,20,20,20,3
rhino berserker's gloves [iii],sell,gold,3500,3500,3500,3
rhino crusher gloves [iii] =,buy,gold,5000,5000,5000,3
rondache of paradise [ii] +3 (14/40) танк,sell,cookie,20,20,20,3
"tsunami amulet [iii+] = 4,",buy,gold,500,500,500,3
аквельский обед [i] 23шт,sell,gold,120,120,120,3
аквельский обед [iii] 2шт,sell,gold,1500,1500,1500,3
аксессуар материи т3,buy,gold,1900,1900,1900,3
амарант,sell,gold,200,200,200,3
безопасный свиток заточки [ii] =,buy,gold,600,600,600,3
"безопасный свиток заточки [iii],",sell,gold,1250,1250,1250,3
безопасный свиток заточки т/шт,sell,gold,2700,1500,42000,3
биотоковая пластина,buy,gold,6000,6000,6000,3
блюдо из мяса [i] - /шт ( 35 шт ),sell,gold,140,140,140,3
блюдо из мяса [iii] - /шт.,sell,gold,440,440,440,3
блюдо из мяса [|||] - 10шт,sell,gold,470,470,480,3
блюдо из рыбы [iii] - /шт.,sell,gold,440,440,440,3
блюдо из рыбы [|||] - 1шт,sell,gold,470,470,470,3
блюдо из рыбы т/шт,sell,gold,3350,3350,3350,3
бриллиантовые серьги [i] (60/60),sell,gold,2500,2500,2500,3
бриллиантовые серьги(на опыт),sell,gold,750,750,750,3
бутерброд [iii] - 24ч - 3шт-/шт,sell,gold,800,800,800,3
бутерброд [iii] - 7 дней - 6шт (3./шт или /шт),sell,gold,500,500,500,3
быстрые пальцы [ii] =,buy,gold,1800,1800,1800,3
воодушевление ii,buy,gold,2000,2000,2000,3
за 12шт кожа + 15шт хитин - даю,buy,gold,400,400,400,3
за покупку разом скидка,sell,gold,25000,25000,25000,3
зелье [ii] +2/+3 вын.,buy,gold,90,90,90,3
зелье [ii] +2/+3 инт.,buy,gold,90,90,90,3
зелье [ii] +2/+3 лов.,buy,gold,90,90,90,3
зелье [ii] +2/+3 сил.,buy,gold,90,90,90,3
зелья т1 и т2,buy,gold,130,130,130,3
знак кулинара - 4шт(/шт),sell,gold,10000,10000,10000,3
изящный доспех [ii],buy,gold,1100,1100,1100,3
инкрустированный пояс [i] (новый),sell,cookie,15,15,15,3
инкрустированный пояс(на дроп ),sell,gold,3500,3500,3500,3
кожа - 100шт,buy,gold,2500,2500,2500,3
колье безрассудства,buy,gold,1100,1100,1100,3
компас,sell,cookie,15,15,15,3
кость - 14шт,sell,gold,25,15,25,3
кровавая секира [ii],sell,gold,1200,1200,1200,3
кровь - 70шт,sell,gold,30,30,30,3
крылья [i],sell,cookie,40,40,40,3
ледяной марион провидца [iii+] +7 (33/36) - / 56к,sell,cookie,140,140,140,3
личный ремкомплект,buy,gold,4000,4000,4500,3
любые зелья т1 и т2,buy,gold,130,130,130,3
